,title_review_comments,verified_purchase
881,leave hair soft fluffy leave never damage hair moisture fluffy couldndddd ask anymore consider already may value money price,1
882,may disco may year ago since become stael love usage feel an enough much softer shimmering well could recommend,1
883,moisture great moisture sent,1
884,effect eczema an rosacea co dry sting make words make nice soft effect help eczema,1
885,may oil combine type fore get spot blockhead tone respect nose fed start clean tone moisture tone far best ever smell may doesndddd merit like brand added despite sent blockhead spot clear oil tone isndddd much problem anymore definite get recommend anyone similar issue review collect part promote,1
886,far best tone added day say really kind doesndddd bad smell feel smooth soft truly recommend everyone review collect part promote,1
887,great every day really surprise leave look feel smooth soft fresh really gentle feel may massage wet ring without leave residue fantasy value money would certain recommend part every day routine review collect part promote,1
888,great backwash away buy really cream merit,1
889,simple kind bought someone else shop candid person comment away simple wash scrub say itdddd doesndddd dry,1
890,gentle refresh sent usual difficult find facial wash effect refresh gentle dry tick box left feel clean fresh definite buy simple review collect part promote,1
891,kind clean suffer mild empyema away sent dry added male skincar prefer brand nasty added fan simple moisture wipe switch kind wash week added notice radiant less dry left feel clean fresh wash itdddd light refresh perfume best kind still clean great every day mild cleansed introduce regime great afford price rang review collect part promote,1
892,simple never let bought month ago due fact love simple skincar look drugstor wash didndddd lot nasty perfect gentle wash make leave feel soft clean follow simple moisture itdddd trainer review collect part promote,1
893,good fresh wash really like doubt clean routine oil remove make help remove rest feel really respect an prone leave fresh smooth review collect part promote,1
894,may shop brand wash seem dry cause spot since simple kind refresh wash never felt soft sign dry spot definite buy wash review collect part promote,1
895,love refresh usual like moisture wash fair dry love long day leave residue left feel really soft need much little go along way review collect part promote,1
896,lather nice added daily lather nice little water bottle good size itdddd last long time found quit dry compare facial wash added dondddd think even refresh little disappoint review co act part promote,1
897,kind soft added wash week added male really happy way make feel itdddd dry harsh chemical smell lather really well little go long way remove make well leave nice soft great package east squeeze tube review collect part promote,1
898,great away really like wash would definite buy future react well simple glow got shower would definite recommend friend well review collect part promote,1
899,brilliant effect cometh never daily look feel better relic smell east good absolute love review collect part promote,1
900,breach became bit abscess live big house bed pool room bottle day say love away pink breach stable asked new favourite white maid thought white wash white bed towel act done trick asked,1
901,pleas sell bigger bottle away honey suck sandalwood did wash bottle love smell asia yesterday smelt now honest say make german change it beauty cherry blossom sweet pea beauty smell wish would sell bigger size bottle did wash like honey suck scandal wood start sell did wash pleas thank,1
902,best scent fabric condition nicest smell fabric condition smelt ever cloth away beauty scent cant get enough pleas dont stop make comfort people,1
903,ok bought price smell tub clean good did wash reason buy cloth smell like put,1
904,far best tone day say really kind bad smell feel smooth soft truly recommend everyone review collect part promote,1
905,expel remove year scent greasy merit eye area even remove stubborn lascar fantasy value,1
906,may oil combine type fore get spot blockhead tone respect nose fed start clean tone moisture tone far best ever smell may merit like brand despite sent blockhead spot clear oil tone much problem anymore definite get recommend anyone similar issue review collect part promote,1
907,lather nice daily lather nice little water bottle good size last long time found quit dry compare facial wash think even smell refresh little disappoint review collect part promote,1
908,kind clean suffer mild empyema away sent dry skincar prefer brand nasty fan simple moisture wipe switch kind wash week notice radiant less dry left feel clean fresh wash light refresh perfume best kind still clean great every day mild cleansed introduce regime great afford price rang review collect part promote,1
909,kind soft wash week really happy way make feel dry harsh chemical smell lather really well little go long way remove make well leave nice soft great package east squeeze tube review collect part promote,1
910,simple never let bought month ago due fact love simple skincar look drugstor wash lot nasty perfect gentle wash make leave feel soft clean follow simple moisture trainer review collect part promote,1
911,best wash best wash gentle fragrance free dry,1
912,average would found lot need remove eye make made feel quit dry around eye well,1
913,nice mixture variety nice mixture variety get two flavour bit cream compare brand,1
914,scrumptious combine treat gumma respect almond flavour melt mouth have white school flavour ice cream rich cream great white school lover three scrumptious special way like dark school sweet treat would did recommend,1
915,poor vale hard water area england need two capsule wash give did wash packet did advertise,1
916,mess capsule good job last two time purchase split packet inconveni mess wast kept cool cupboard must get damage transit peril liquid read problem gone away,1
917,pop pop washed add wash press go problem simple,1
918,favourite low genuine last often offer not wrong bottle,1
919,wonder say ice cream absolute gorgeous thorough recommend gumma,1
920,family favourite inv substitute magnum brand away ânot magnum disappoint family give cometh worth cost cut theyr device,1
921,classic scent say classic smell came quick,0
922,bigger usual gift dad pleas,0
923,ok smell nice it boy,0
924,understand question brilliant first class deliver spain well done,0
925,bit weird seem bit weird compare supermarket hot water good quit tough dry supermarket soon water vasili mix around fork strange,0
926,decent value decent value devil next day prime convent,0
927,good was,0
928,fall smell love smell big wash,0
929,good value expect better value supermarket,0
930,nice fragrance love combine three buy together work well together fragrance smell nice,0
931,bottle leak good quality usual subscribe past time devil bottle wash liquid leak everywhere bead condition,0
932,small size smell love lot smaller expect price it half price supermarket size get amazon,0
933,wash liquid wash liquid leak box,0
934,quality really good price,0
935,craft very craft price stay even though theyv change bottle man wash get get wash less,0
936,nice describe,0
937,may value great say tin,0
938,good powder good powder less sad total clean,0
939,better value expect better value supermarket,0
940,great value compare supermarket wash well,0
941,great value money quick deliver good value,0
942,extreme good value peril wash capsule thing life enjoy buy thing plain matter pretty bright bold actual wash deter away grudge purchase like dirty smell cloth wash powder tablet capsule recess make hole everyone week grocer budget could better spent cometh interest cake exit beget look cook along are fair bold peril big brand domain market deter global consume giant united expert brand market refresh see capsule reason value work did absolute bargain even dodge limit find prime supermarket great thing peril guarantee go high quality capsule rubber gossip coat case contain differ bright colour get like liquid four compare funke look purple green white grey will go thing wash cloth nice pleasant smell without overbear idea happen plastic case outside capsule put wash machine may biodegrad may disappear magic live great mystery like great sphinx liza bermuda triangle mean ilynich manuscript,0
943,good buy pleas wash really well residue left drum wash clean smell fresh,0
944,cloth clean smell nice happy purchase bulk cheaper pick supermarket find residue wash,0
945,ok clean well,0
946,great value second time order bargain pack mean work capsule shop brand clean cloth well definite recorder,0
947,great value money describe arrive time great value money,0
948,practice purchase great bulk buy obvious need space cometh need,0
949,sum device complaint smaller normal magnum,1
950,disappoint clean bathroom home various liquid year bought if power shine complete disappoint cream mirror streak,1
951,worst ever thought ind spray inm sorry say leave streak kitchen surface inv man if great result terrible,1
952,stay dry day night man antiperspir let lynn brand keep dry day night think lynn teenage move onto expense brand aim midian male market work good hope return lynn smell good stay dry,0
953,cheaper elsewhere brilliant last long time buy â£d elsewhere,1
954,best soften beauty smell throughout wash tip mark,0
955,soft strong love wipe wipe soft strong late afternoon everyday let feel refresh without make feel dry wipe crazy even need put cream quit happy result new type wipe review collect part promote,1
956,great bought holiday love fresh smell nice day long,1
957,great tone even sent sent know rely simple rang every even clean work brilliant would high recommend anyone else sent review collect part promote,1
958,feel good leave residue scent get much time review say found high effect quit like way made feel apply east apply soak fast stick leave residue review collect part promote,1
959,great tone really impress dry sent choose know rely simple rang east apply leave feel fresh clean review collect part promote,1
960,love away love simple wipe theydddd reply east make wipe even manage waterproof lascar leave feel fresh clean would recommend anyone review collect part promote,1
961,may rate dodd man past year got say favourite says would absolute purchase mill clean wipe recommend everyone money worth wondddd regret buy pack wipe money total worth already receive feed back friend family make event absolute go stick wipe soft job review collect part promote,1
962,nourish refresh added origin simple wipe since remember moisture feel though get make lot easier feel refresh ordinary review collect part promote,1
963,may rate dodd man past year got say favourite says would absolute purchase mill clean wipe recommend everyone money worth wont regret buy pack wipe money total worth already receive feed back friend family make event absolute go stick wipe soft job review collect part promote,1
964,love away love simple wipe theyr east make wipe even manage waterproof lascar leave feel fresh clean would recommend anyone review collect part promote,1
965,nourish refresh inv origin simple wipe since remember moisture feel though get make lot easier feel refresh ordinary review collect part promote,1
966,recommend margin price,0
967,happy happy,0
968,good liquid love smell,0
969,nourish refresh origin simple wipe since remember moisture feel though get make lot easier feel refresh ordinary review collect part promote,1
970,may rate dodd man past year got say favourite says would absolute purchase mill clean wipe recommend everyone money worth regret buy pack wipe money total worth already receive feed back friend family make event absolute go stick wipe soft job review collect part promote,1
971,love away love simple wipe east make wipe even manage waterproof lascar leave feel fresh clean would recommend anyone review collect part promote,1
972,great quick go make remove carry grm bag work go remove make well merit remove lascar gentle rub scent overwhelm leave soft would along feel remove every great rush wash hand review collect part promote,1
973,simple cellar wipe found wipe dry effect remove make doubt clean definite require remove eye make wipe struggle good simple wipe quit tough review collect part promote,1
974,swear brand although love regular number simple skincar avoid facial tone due bad expert not major brand left extreme dry flank howe tone make sting fact feel like like moisture water leave fresh dew day look clearer feel smooth added d/d time week define change opinion tone recommend enough review collect part promote,1
975,swear brand although love regular number simple skincar avoid facial tone due bad expert not major brand left extreme dry flank howe tone make sting fact feel like like moisture water leave fresh dew day look clearer feel smooth d/d time week define change opinion tone recommend enough review collect part promote,1
976,swear brand although love regular number simple skincar avoid facial tone due bad expert not major brand left extreme dry flank howe tone make sting fact feel like like moisture water leave fresh dew day look clearer feel smooth inv d/d time week define change opinion tone recommend enough review collect part promote,1
977,nice tone feel really nice south every even away look forward put make feel refresh soft theredddd lot include bottle would definite recommend review collect part promote,1
978,happen old faith vaselin lip well did year love buy large jar plain vaselin lip love really smell last last week bought new jar put last explain last like black oil go car terrible added week candid stand longer added male guess theredddd formula inured supplier change hope bring back old version disappoint,1
979,nice tone feel really nice south every even away look forward put make feel refresh soft lot include bottle would definite recommend review collect part promote,1
980,lightweight light stick three pack great value,0
981,say tin say tin,0
982,nice tone feel really nice south every even away look forward put make feel refresh soft there lot include bottle would definite recommend review collect part promote,1
983,bramble comfort pure year find last bought really a smell shop smell obvious change perfume without let anyone know comment would appreci,1
984,nice nice scent,0
985,good value thank,0
986,great value money great value money,0
987,add shine hair good value hair feel much better,0
988,great wash recent work great moisture pretty decent price,1
989,great pretty good wash cost friend plus get job done,1
990,great moisture pretty scent well keep moisture day long,1
991,great soft wash stuff crazy like oil dry either actual moisture lot first time buy happy shave never felt better,1
992,great love soap bar liquid soap may lather great away leave feel super clean even smell soap leave shower love away leave feel great,1
993,great love soap like apply lotion shower really dry act dry rely soap give extra hydrate smell nice keep moisture,1
994,great love wash line favourite really like heavy scent really leave soft moisture nourish feel buy frequent,1
995,great big fan much now factor feel clean base commerce help feel disappoint respect price point recommend,1
996,nice nice nice nice nice nice,0
997,smell great last age really wrong door smell nice last week month depend much course bargain door quit fuck door quit expense opt go brand cheaper honest prefer would go back high recommend,0
998,great best hair inv ever,1
999,recommend buy great,0
1000,extra fresh aerosol antiperspir door did my good antiperspir door would buy,0
1001,not later money drain,1
1002,job work well,0
1003,left sore usual love simple tone left sore red,1
1004,full recommend aaamaz recommend type sent sun damage perfect summer sun test week ago full sun full recommend import tattoo friend review collect part promote,1
1005,stain white towel colour fine howe year smell strong annoy glitter effect might nice beach less office leave brown mark white towel dry,1
1006,cant go wrong great buy away best smell,0
1007,favourite favourite fabric condition really love smell long last great value money,0
1008,stand order receive regular via amazon subscribe save work cheaper shop smell great leave hair clean shiny,0
1009,quality gear great shampoo beat expense brand,0
1010,super refresh cities refresh mind either love ice toll would high recommend would definite buy,1
1011,mmm love since little pleas say last change did ice toll â£d bargain introduce partner sad like mean share right size hot melt drip hand time finish,1
1012,easier get deep good brand,0
1013,great value great scent well worth money buy bulk,1
1014,bought special offer otherwise would bother scent ok not special normal price make less attract option normal not bad not make differ dozen cheaper version either,0
1015,super moisture best lotion/ get moisture ever added lot away back,1
1016,love smell love refresh scent cream light consist heavy sink well would little bit last moisture effect job major day review collect part promote,1
1017,great may exact say keep smooth tone little cotton wool rub daily day notice lot change review collect part promote,1
1018,job cheap cheer got make was without dry due cellar water left feel nice clean good size pack price wouldndddd say any extra impress still nice review collect part promote,1
1019,job cheap cheer got make was without dry due cellar water left feel nice clean good size pack price wouldnt say any extra impress still nice review collect part promote,1
1020,good make remove wipe good soft none fragrance wipe normal origin simple clean wipe found cellar wipe slight make howe still think effect remove make cellar water review collect part promote,1
1021,job cheap cheer got make was without dry due cellar water left feel nice clean good size pack price would say any extra impress still nice review collect part promote,1
1022,nice wipe brought little ago glad remove make really well make feel fresh clean even remove water proof lascar really well make eye sting review collect part promote,1
1023,didn\added notice much differ start incorpor night time routine cleansed first notice get spot place usual get events went away howe apart really notice differ may bit softer differ margin review collect part promote,1
1024,must got facial tone week ago become main part daily routine given nature glow point feel comfort wear make high recommend review collect part promote,1
1025,everyday saviour second bottle bought lightweight need hair fine tendency pull wash hair every day spray liver dry scent quit discreet overwhelm stick hair either stop hair dry much good protector,1
1026,good dry did/d,0
1027,awesom,0
1028,didndddd notice much differ start incorpor night time routine cleansed first notice get spot place dondddd usual get events went away howe apart didndddd really notice differ may bit softer differ margin review collect part promote,1
1029,didnt notice much differ start incorpor night time routine cleansed first notice get spot place dont usual get events went away howe apart didnt really notice differ may bit softer differ margin review collect part promote,1
1030,much moisture fan get cream fantasy smooth applied really hydrate wake smoothed more great new admit night time routine reason price,1
1031,great fantasy promise mix moisture water boost rang day night time so hydrate complaint great great price,1
1032,yes may get little work well make hair stick,0
1033,favourite leader smell nice like real sweet flower long last perfect combine,1
1034,great love stuff great shine cooper sink,0
1035,smell apply well strong enough smell love pleasant apply last more fail protect,1
1036,essential go treatment time time return design probably younger did menopaus sometime merit find cream help calm except red etc reduce wrinkle reply age layer conduct hyaluron base cream water base make wonder companion good job make eye look reason iron wrinkle loss firm vasili absorb leave greasy great make day night eye cream best good price,1
1037,fall love smooth soap leave soft clean,1
1038,describe describe,0
1039,device began daughter persuade buy glad love cream smooth ice cream would never think dairy began love ice cream would west buy,1
1040,wish did jelly came tube lip ball love vaselin did jelly man jar small tub live without loyal long time custom howe wish pure did jelly came convent tube lip ball lip tub must finger small tub and/or lip therapy etc color flavor cometh beside did pure petroleum jelly merit lips thank read concern hope day pure vaseline\ lip ball tube thank,1
1041,honest smell may love wash smell strong know clean love buy,1
1042,good love mustard salad dress cook eat meat,0
1043,suppose smell ok,0
1044,fresh quit expense away feel little bit fresh regular kind simple late recommend notice overall improve ridicule price claim perform miracle ll reaction sent never happen simple lot great stuff,1
1045,great wash made glow dry itchy,1
1046,love shampoo make hair feel soft great price high recommend,1
1047,great value arrive quick real thing delight,0
1048,describe describe,0
1049,love smell good brand favorite she butter smell good make feel may,1
1050,good price brought house hold item price cheaper,0
1051,cheaper supermarket bargain expect,0
1052,great extortion price help scalp much price ridicule consider amount wash must buy condition gentle brand would last time longer feel like people ring intend go really long hair look cheaper alter great help husband derma sore scalp first hair went dry like switch back forth dry greasy week look wealthier ever wonder time hair get less stuff get back nature form know mean main advice would week minimum write rubbish annoy said price thin run hard stop run hair back did bottle go plug hole without ever wash hair first,1
1053,gentle mess time yes may gentle make song mess soap dish unlike old favourite klux enough plan find cometh else,1
1054,doesnt love link africa doesnt love link africa,0
1055,like squeeze pack like admit good like toast cheeks sandwich howe really squeeze quit hard get imagine would lot wastage unless cut pack open prefer glass jar,1
1056,terrible new smell peril big hate new peril big smell really horrible overflow whole house peril man year look new big deter run pleas change big,1
1057,,0
1058,good value good value money would recommend buy,0
1059,love great money,0
1060,receive devil instead,0
1061,smart pump dullest design mrs love lotion howe new pump absolute terrible design lotion travel throughout house day new pump tiny lotion spot near surface see picture side pump look exact itdddd quit east picture wrong side need quick pump wonder youdddd decide den us last lotion bottle make top fix piece instead remove thank,1
1062,select ice cream love despite fact box where package say,1
1063,leave hair feel slim like hand cream like hair squeaky clean shampoo may like green apply tresses away serve well good value hair feel clean moisture rich keep wash hair feel like hair full silicon possible,1
1064,favourite door xx buy door month year favourite away let smell fresh let mark cloth,1
1065,india away holiday door put dress white mark dress change fewer mark second dress door worn first dress ideal go meet wast money,1
1066,great shop happy purchase expel love th arrive time great seller occur reliable recommend thank lot,0
1067,replace beat pullman mayo,1
1068,good love shampoo age discount price pantry purchase,0
1069,great buy smell may away great price â£d continue buy,1
1070,may wipe sent love wipe buy year continue,1
1071,may value may value leave air hair feel soft smell love,0
1072,expel service expel,0
1073,fresh last good value usual roll like well fresh last,0
1074,nice bottle difficult nice hair made nice soft any colour bottle huge difficult get bottle need two hand perhaps better design need,1
1075,love love smell last great price,0
1076,wonder last well good every problem wash capsule much cheaper,0
1077,love wash package isnt childproof every purchase fair big liquid husband suffer eczema extreme sent would never purchase any else brother said peril big it great nephew sent gave random wash cloth bed peril didnt husband say flare change didnt result love fresh smell notice differ bright white cloth soft live hard water area result great capsule convent perform great heavy hand fill wash ball save money subscribe dont worry run wish wasnt attract eye look evil pleas keep reach children package isnt child proof,0
1078,great little started set great little started set wash newton cloth arrive great value,0
1079,nice fair long last smell quit good better expect leak bit not cause concern scent pleasant go foam scent last quit bit definite buy finish,0
1080,good look eye cream expense simple skincar dry sent bought eye cream good crease/wrinkle eye least notice moisture light eye south effect bought lot since first year ago,1
1081,normal dry near did said year go must start night cream dry sent simple purify clean lotion south tone light moisture may night fantasy moisture spot clear make look plump dryness away sting eye day cream think spy anyway really love cream,1
1082,better result wash odd enough shampoo perform much better start moisture shampoo hair first felt little dry strip howe throw would given good go person wash glad leave hair soft shiny smooth manage scalp comfort lather clean well enough greasy root without strip driver give light moisture hair without build grown everyday,1
1083,best pleas large bottle nice smell may pleas away sell dont discontinue like normal,1
1084,wipe honest wipe upset temperament perfect lazygirl slut clean soft remove make vasili best option go somewhere go holiday pack nice colour make happy smell nice soft review collect part promote,1
1085,wipe honest wipe upset temperament perfect lazygirl slut clean soft remove make vasili best option go somewhere go holiday pack nice colour make happy nice soft review collect part promote,1
1086,protect well love protect well smell love great price long last,1
1087,family favourite inv substitute magnum brand away ânot magnum disappoint family give cometh worth cost cut theyr device,1
1088,safe brain wife need safe shampoo recommend,1
1089,best eye cream ever eye cream since august dodd now may eye cream past make eye itchy stream eye cream never done absorb absorb make eye water,1
1090,really like really like smell nice strong floor look nice clean long time probably couple year already happy,1
1091,best pleas large bottle nice smell may pleas away sell don\added discontinue like normal,1
1092,half empty bottle due base box box came base cause bottle leak,0
1093,good value perfect good value describe would buy,0
1094,nice,0
1095,sweet well worth money,0
1096,good first time bought ice cream review good honest it\added bad may vanilla your also way better kid enjoy need vanilla flavour husband smell say smell like big blow cream,1
1097,love away away great toast sandwich slice tomato season hot drink grave high recommend,1
1098,capsule dissolve even wash did did still get remain capsule washed cloth occur stuck washed filter trigger fault light bought could get prefer peril nonbio tablet buy capsule fragrance overflow,1
1099,good seller good,0
1100,if floor cleaner ocean good price make floor smell love,0
1101,freshness thank brilliant expel service,0
1102,wash liquid thank brilliant expel service,0
1103,nature look colour time energy apply proper face an regular base time week instead actual really pale find pale age show colour buy darker give love colour bit sooner got treat like moisture rub well elbow wrist knee feet like would regular manner last long time wear patch,1
1104,fabric condition love the smell last age worth money,0
1105,good buy well worth money bottle bigger shop,0
1106,love absolute ardor scent fabric condition man blue not compare,1
1107,mrs best choice fragrance perfect cloth stay long time fresh,1
1108,miss absolute may smell smell keep long cloth full recommend,1
1109,round flavour really smooth last mustard hot perfect salad dress cheeks sac spread toast top bake bean add enough kick,1
1110,kid love gumma mind ice cream street type toll fair health compare good size kid love year round,1
1111,bargain price cheaper shop make cloth smell great,0
1112,perfect year hair straighten curl often damage heat,0
1113,gorgeous fruit sole so fruit absolute gorgeous not said really put ask would recommend friend would,1
1114,expel awesom smell best go wrong,0
1115,soft good fabric condition,0
1116,smell pleasant wash well inm fed powder condition leave mess wash machine drawer load space cupboard wed not brand howe werent perfume half like laundri fragrance person prefer shop around find cheap known brand found subscribe save wer every day say quit happy smell nice power leave residue drum cloth refill pack top contain isnt full powder box east there question much plus dont seem breach cloth found happen occasion powder got âstuck cloth ring proper stay good price continue buy inm happy,0
1117,spray smell good spray smell good,0
1118,nice smell bit stick,0
1119,describe receive good conduct bar soap could buy into,1
1120,great smell love way smell light yet last make cloth really soft fresh would buy,0
1121,value money cost great deliver first class,0
1122,ok job intend,0
1123,great shower bad design drainage system start smell every did month little overnight clear,1
1124,economy soften cloth good devil fragrance last scent great price massive bottle need small amount half cap wash soften cloth smell nice last cometh linger tenor unstopp soften cloth,1
1125,quit smaller size disappoint think purchase much cheaper supermarket th picture quit mislead size arent picture much smaller,0
1126,good last age decent price quantity,0
1127,work well like smell bad pleasant even start notice hair dry every time stop hair back normal,1
1128,broke bought tone recent broke tiny bump love simple itdddd shame admit extreme sent,1
1129,satisfy custom bought two week ago pleas simple man man year would change of year differ make none suit much simple th co friend parcel arrive time,1
1130,absolute not bought medium dark hopingthat would cometh fair bow follow instruct apply wait overnight wait not apart topic smell appreci wast money,1
1131,expel nice put straw right bottom blow quicker pain bit,1
1132,big love big,0
1133,hair soft love hair feel,0
1134,hair soft leave hair soft,0
1135,leave cloth smell love fresh smell love,0
1136,happy two bottle open,0
1137,love smell love smell persist wash,1
1138,value money nice quality good value,0
1139,clean wash mess job,0
1140,final clear an his recommend friend purchase twice day remove make extreme well leave smooth hydrate suffer dry great get couple breakup never really change become free sport candid stress may definite buy prices side either,1
1141,wash make soft wish scent though,1
1142,like wash except pleasant scent leave feel soft definite repurchas figure,1
1143,love feel fresh clean wash god definite give nice hydrate respect chicken bat wing,1
1144,get dry winter summer find really cream bad wash make great moisture lather keep look may great value need buy spear shower moisture,1
1145,wash scent overbear feel strip moisture get shower price bad either buy bulk never stop,1
1146,okay make feel dry probably like,1
1147,love keep super soft smell may really best wash help sent,1
1148,love wash subtle comfort aroma go smooth feel like french lotion get hand bit expense pretty much worth,1
1149,leave feel stick smooth smell great quality price great,1
1150,love wash think they best smell market smell stay longer nice thick leave feel moisture lather lot really vasili need lot,1
1151,may contain milk say bottom began milk contain,1
1152,device husband rest family think wonder,1
1153,good best soap,0
1154,value money great value money,0
1155,good good price good good price,1
1156,love vaselin much every night make keep moist hand nose lip etc,1
1157,love man even way money away back lip dry hydrate,1
1158,beat price heavy duty moisture vaselin get really dry hand feet winter love put feet sock overnight work expense cream fraction price,1
1159,vaselin away recess household away medicine cabinet away put lip elbow knee etc,1
1160,smell good help dead lip vaselin lip therapy origin mind,1
1161,great stael home quality brand standard good price work great heal arms kind two little boy stael home,1
1162,true lip moisture super afford eczema allegro lot never fail,1
1163,terrible new pump design love lotion hate new pump lotion every surface bottle night impose tell side pump favorite lotion look differ brand,1
1164,door work well prevent sweat,0
1165,ok ok,0
1166,taste comfort food exact say tin taste snack comfort break,0
1167,gumma smell alte inm condition white vinegar instead cheaper less toxic particular great smell nice did job,0
1168,love smell love comfort condition,0
1169,great smell soft result good fresh whole house smell love wash day,0
1170,half bag good past bag tablet spilt,0
1171,perfect best fragrance,0
1172,smaller tub love year howe purchase new tub much smaller last tub did my sure new tub size hope miss,1
1173,expect exact expect,1
1174,exact expect mind size great,1
1175,fantasy iron water past ten tear must say worth every penn never issue iron stain cloth keep scale away smell divine well high recommend,1
1176,last buy ve stock cure big batch week bought strong flavour sure bland recipebut good need look start look elsewhere,1
1177,smaller tub love year howe purchase new tub much smaller last tub did my sure new tub smaller size hope miss,1
1178,total essential shower fancy scent clean leave moisture,1
1179,wash fresh gentle away reach wash matter scent neat would bottle pump buy foam wash pump overall would recommend,1
1180,like wash smell may moisture essential shower,1
1181,doctor recommend every day so glad give year give never thought twice differ brand love way smell keep moist like bottle say,1
1182,go wash vasili like did year great sent love scent great keep feel hydrate strip make feel dry would definite recommend soap,1
1183,may door may best every would recommend anyone it gentle not bonus,0
1184,bargain price bought thought absolute steal did my â£d unseat daily since purchase dec did still d/d first bottle remain think need purchase shampoo quit time rate smell great leave hair head beard feel soft fresh clean lather really vasili,0
1185,buy age love leave hair smooth,0
1186,arrive good time seem water,0
1187,great fragrance fresh love fragrance seem last long brand absolute value money price big bottle,1
1188,still month like facial wipe emboli wouldnt choose remove make last almost four month still pack left,0
1189,comfort intense laundri condition liquid household normal comfort howe fresh sky scent must say really nice go sniff direct bottle consent scent much intense really ultra consent allow much smaller bottle need much wash machine either half lid worth smaller bottle course make carbon footprints smaller admit bottle made did recycle plastic bonus bottle lid recycle back downed sleep make sure remove throw bottle recycle hope work make whole thing recycle future good value money great scent though latter subject,1
1190,love smell love fabric condition,0
1191,pavlovna it stuff work unless think condition mean itll train wont doesnt ring like bell leave cloth softer smell fresh,0
1192,good dry gentle leave feel clean smell nice basic wash harm way like wash nourish good,1
1193,job remove make require rub,1
1194,great make remove gave wipe girlfriend mention good make more hydrate gentle make girlfriend fan simple rang get review collect part promote,1
1195,relish really love ice cream good price tub size well none guest could believe began,1
1196,large jar watch bought offer expect smaller jar turn good job like mustard,1
1197,good hypoallergen fabric condition favorite get devil carry left thing home within book,0
1198,may flavour device ice cream big ice cream later love combine dark school really nice raspberri sac may ice cream really cream,1
1199,super refresh cities refresh mind either love ice toll would high recommend would definite buy,1
1200,sweet stick favorite flavour good gone little recent far better food pure convent good den,0
1201,fall fall,0
1202,friend matter inured put emboli tissue thick rough pain wipe turn red events pleasure comfort buy pack store first order pack box person like anyone happily contact away rest,0
1203,great great work really well,0
1204,last age time buy tin singular supermarket â£d â£d great,0
1205,disappoint bit greasy receive didnt get rd,0
1206,class really good value,0
1207,actual hold thick hair difficult find hold without fall flat apply dry hair found modern amount clay hair hold right shine cheap smell good job definite recommend,0
1208,great great price,0
1209,thank god bless good money get money,0
1210,smell nice smell great good price get â£d,0
1211,best stock cure time winner,1
1212,diet bomb sweet eat calomel marshmallow school etc look later calorie bomb inured melt together sweet gross go throw eat,1
1213,fast deliver,0
1214,hair feel great love smell leave hair feel great style,0
1215,hand convent cup tea old love least every week lunch time make nice convent lunch like flavour gone back normal size less differ might imagine king usual much expense did king did gram,1
1216,happy custom neat package quick deliver like every item thank,0
1217,miss favourite scent howe i\added recent notice condition longer pink colour scent drama change someone pleas explain disappoint,1
1218,may may can rate enough got gift can\added stop smell scent absolute may emboli may feel soft can\added stop wont brand,1
1219,great happy purchase would definite recommend friend family,1
1220,may well vaselin a hold leave hair flat greasy dry,1
1221,every bought wash cloth howe need wash machine well say rescript,0
1222,husband hate fragrance despite sure year like,0
1223,great beauty smell love scent last age,0
1224,great value really impress smell nice cloth smell fresh week wash,0
1225,expel value money fast deliver good value money,0
1226,kitchen great great buy,0
1227,expel suffer dry various part man not ever seem work make would horrible look blotch due dryness found decide give go best denis made week already great improve feel refresh would definite recommend,1
1228,good leak good came wrap around leak,0
1229,yes smell love fresh,0
1230,new hold grain stuff absolute may three week complete transform itdddd made soft hydrate smooth away struggle around nose away dry extreme dehydr matter cream complete sort issue make nice nose rest purchase sleep cream day version much prefer day night night little bit moisture,1
1231,happy hair,0
1232,inv got mrs inch thank reason now inm glad scratch scour pad mind song leave oven how tap sink shower screen gleam may,0
1233,good like people away forget leave post feedback away quick leave neat feedback time make point item describe happy service thank much,0
1234,good value subtle fragrance great value compare get charge supermarket soften cloth kind fragrance overbear like fabric condition,0
1235,love comfort comfort house buy bigger regular base special,0
1236,okay star pure leave smear white kitchen clean well,1
1237,every time heat protect left hair stick greasy love spray love soft hair feel,0
1238,may contain milk little confuse man people say began inured say may contain milk may maker know really disappoint risk,1
1239,may ran canada did\add by see heat protect pm wash greasy dry leave shiny look feel like moisture whilst protect time every day week still load left bottle would recommend anyone may,1
1240,disappoint new fragrance year away work well recent bought new fragrance made obvious really like offer sweat protect known would bought,1
1241,oh god smell idea well an yet write put shower yesterday even stink women given absolute horrid headache deeper wash afraid disturb kid cheer,1
1242,little love smell soften cloth whole rang comfort good howe think much fragrance strong consist condition reason thick half much previous third half cap quit enough full wash load soften produce may scent soften cloth admit need overflow blast perfume subtle whiff love less small bit save planet polls save money notice bottle soften last twice long win win,1
1243,bad price deliver free quick best mayo else,0
1244,smell love say make cloth smell nice,0
1245,fabric soften fit purpose,0
1246,great bargain good wash capsules th smell nice,0
1247,good better similar second none,0
1248,east value east great value subscribe,0
1249,love love wash powder,0
1250,wash well say label wash well,0
1251,star great great price love fabric condition,0
1252,fantasy quick postal great,0
1253,good smell anymore,0
1254,must smell beauty fragrance last week wash great value inv subscribe,0
1255,icecream,1
1256,cure an two week bad cystic an start fade time finish bottle an gone thought miss tone start earlier set week later an back back simple an fade never stop,1
