,online_store,brand,category,product_description,review_rating,review_title,review_text,review_type,parent_review,verified_purchase,helpful_review_count,review_delt,title_review_comments
1550,1,8,1,Comfort  Blue Skies Fabric Conditioner 85 Wash 3L,5,Great value,Great scenting and well worth the money if you buy in bulk,0,1,1,0,30,Great value Great scenting and well worth the money if you buy in bulk
1551,1,8,1,Comfort  Blue Skies Fabric Conditioner 114 Wash 4L,3,Bought on special offer,"otherwise wouldn't have bothered - the scent is Ok but nothing special and the normal price makes it less than attractive as an option normally. Nothing bad about it, but nothing to make it different to a dozen cheaper versions either",0,1,0,0,30,"Bought on special offer otherwise wouldn't have bothered - the scent is Ok but nothing special and the normal price makes it less than attractive as an option normally. Nothing bad about it, but nothing to make it different to a dozen cheaper versions either"
1552,8,34,2,Vaseline Intensive Care Cocoa Radiant Body Gel Oil 200ml,5,Super Moisturizing!,"This is the best lotion/ gel moisturizer I have ever used, and I2019ve used a lot. I always come back to this one!",1,1,1,0,17,"Super Moisturizing! This is the best lotion/ gel moisturizer I have ever used, and I2019ve used a lot. I always come back to this one!"
1553,8,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4,I love the smell,"I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]",1,1,1,0,30,"I love the smell I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]"
1554,8,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,5,Great product.,This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.],1,1,1,0,30,Great product. This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.]
1555,8,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,5,Does the job,Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldn2019t say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.],1,1,1,0,30,Does the job Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldn2019t say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.]
1556,2,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,5,Great product.,This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.],0,1,1,0,30,Great product. This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.]
1557,2,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,5,Does the job,Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldnt say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.],0,1,1,0,30,Does the job Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldnt say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.]
1558,2,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4,I love the smell,"I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]",0,1,1,0,30,"I love the smell I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]"
1559,3,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Good makeup remover wipes,"These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]",1,1,1,0,25,"Good makeup remover wipes These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]"
1560,3,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,5,Does the job,Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldn't say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.],1,1,1,0,30,Does the job Cheap and cheerful. Got all my makeup off with ease without drying out the skin due to the micellar water. Skin was left feeling nice and cleansed. Good sized pack for the price. I wouldn't say this is anything extra impresssive but still a nice product [This review was collected as part of a promotion.]
1561,3,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Nice wipes,"I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]",1,1,1,0,29,"Nice wipes I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]"
1562,3,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,3,Didn\u2019t notice too much of a difference,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don't usually get them, but eventually they went away. However apart from that, I didn't really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]",1,1,1,0,29,"Didn\u2019t notice too much of a difference I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don't usually get them, but eventually they went away. However apart from that, I didn't really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]"
1563,3,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,4,Must have !,I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.],1,1,1,0,24,Must have ! I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.]
1564,3,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,5,Great product.,This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.],1,1,1,0,30,Great product. This is an amazing product it does exactly what it says it does it keeps the face smooth and it also tones the face also i uses a little on a cotton wool and rubbed it in daily and then after a few days i notice lots of chsnge [This review was collected as part of a promotion.]
1565,3,31,2,Tresemme  Heat Defence Spray 300ml,4,Everyday saviour,"This is the second bottle that I've bought. It's very lightweight which is what I needed as my hair is very fine and has a tendency to be pulled down by products. I wash my hair every day and spray liberally before drying. The scent is quite discreet too, not at all overwhelming. No stickiness on my hair either. Stops my hair from drying out too much, a good protector.",0,1,1,0,24,"Everyday saviour This is the second bottle that I've bought. It's very lightweight which is what I needed as my hair is very fine and has a tendency to be pulled down by products. I wash my hair every day and spray liberally before drying. The scent is quite discreet too, not at all overwhelming. No stickiness on my hair either. Stops my hair from drying out too much, a good protector."
1566,3,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,4,I love the smell,"I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]",1,1,1,0,30,"I love the smell I love the refreshing scent of this cream, it is a light consistency which isn't to heavy on the skin and sinks in well. It would be to have a little bit more of a lasting moisturizing effect, but it does the job for the majority of the day. [This review was collected as part of a promotion.]"
1567,1,28,2,Sure Maximum Protection Clean Scent Cream Anti-Perspirant Deodorant 45ml,5,Good,Dry 24/7,0,0,0,0,30,Good Dry 24/7
1568,1,29,1,Surf  Tropical Lily Washing Liquid 25 Wash,5,,Awesome product,0,1,0,0,11, Awesome product
1569,8,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Nice wipes,"I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]",1,1,1,0,30,"Nice wipes I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]"
1570,8,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,3,Didn2019t notice too much of a difference,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don2019t usually get them, but eventually they went away. However apart from that, I didn2019t really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]",1,1,1,0,30,"Didn2019t notice too much of a difference I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don2019t usually get them, but eventually they went away. However apart from that, I didn2019t really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]"
1571,2,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Nice wipes,"I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]",0,1,1,0,30,"Nice wipes I brought these a little while ago and am glad I did the remove my makeup really well and makes my skin feel fresh and clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of a promotion.]"
1572,2,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,3,Didnt notice too much of a difference,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I dont usually get them, but eventually they went away. However apart from that, I didnt really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]",0,1,1,0,30,"Didnt notice too much of a difference I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I dont usually get them, but eventually they went away. However apart from that, I didnt really notice any difference in my skin. It may have been a bit softer, but this difference was marginal. [This review was collected as part of a promotion.]"
1573,3,25,2,Simple Water Boost Skin Quench Sleeping Cream 50ml,5,So much moisture!,I'm such a fan of gel creams and this one is fantastic. Very smooth application and really hydrating. You wake up with the smoothest skin in the morning. Great new addition to my night time skin routine and very reasonably priced!,0,1,1,0,30,So much moisture! I'm such a fan of gel creams and this one is fantastic. Very smooth application and really hydrating. You wake up with the smoothest skin in the morning. Great new addition to my night time skin routine and very reasonably priced!
1574,3,25,2,Simple Water Boost Hydrating Booster 25ml,5,Great!,This is fantastic and does what it promises. I mix it with the moisturisers from the water boost range (the day and night time) and my skin has been sooo hydrated. No complaints. Great product and great price!,0,1,1,0,30,Great! This is fantastic and does what it promises. I mix it with the moisturisers from the water boost range (the day and night time) and my skin has been sooo hydrated. No complaints. Great product and great price!
1575,1,31,2,Tresemme  Heat Defence Spray 300ml,5,Yes,Amazing you get 3 for so little also works well and doesnt make hair sticky,0,0,0,0,30,Yes Amazing you get 3 for so little also works well and doesnt make hair sticky
1576,8,28,2,Sure  Bright Bouquet Anti-perspirant Deodorant Aerosol 250ml,5,My favourite deaoderant!!,Smells so nice like real sweet flowers! Also it's long lasting. Perfect combination.,0,1,1,0,30,My favourite deaoderant!! Smells so nice like real sweet flowers! Also it's long lasting. Perfect combination.
1577,1,6,1,Cif  Original Cream Cleaner 500ml,5,Great,"Love this stuff, great shine after use on the cooker and sink!",0,1,0,0,30,"Great Love this stuff, great shine after use on the cooker and sink!"
1578,2,11,2,Dove  Invisible Dry Anti-perspirant Deodorant Stick 40ml,2,"Smells and applies well, but not strong enough","While this smelled lovely, and was very pleasant to apply, it lasted a morning before failing to protect.",0,1,1,0,30,"Smells and applies well, but not strong enough While this smelled lovely, and was very pleasant to apply, it lasted a morning before failing to protect."
1579,3,25,2,Simple Regeneration Age Resisting Eye Cream 15ml,4,Essential Go to treatment,"Time after time I return to this product. While it is designed probably for younger skin I am in my 50's with menopausal skin which is sometimes irritated and find that this cream helps to calm down excema , redness etc. On its own it does not reduce the wrinkles and crepey skin that come with aging but when layered and used in conjunction with hyaluronic based creams that are water based it makes a wonderful companion and does a good job of making my eyes look reasonable and ironing out some of the wrinkles and loss of firmness. It is easily absorbed , doesn't leave greasy skin so is great under make up. Can be used with day or night eye creams. Best of all it's a good price.",0,1,1,0,30,"Essential Go to treatment Time after time I return to this product. While it is designed probably for younger skin I am in my 50's with menopausal skin which is sometimes irritated and find that this cream helps to calm down excema , redness etc. On its own it does not reduce the wrinkles and crepey skin that come with aging but when layered and used in conjunction with hyaluronic based creams that are water based it makes a wonderful companion and does a good job of making my eyes look reasonable and ironing out some of the wrinkles and loss of firmness. It is easily absorbed , doesn't leave greasy skin so is great under make up. Can be used with day or night eye creams. Best of all it's a good price."
1580,1,11,2,Dove  Original Beauty Cream Bar 6 x 100g,5,fabulous,"lovely smooth soap,leaves the skin soft and clean!",0,1,1,0,30,"fabulous lovely smooth soap,leaves the skin soft and clean!"
1581,1,23,0,Pot Noodle  Chicken & Mushroom Standard 4 x 90g,5,As described,As described,0,1,0,0,30,As described As described
1582,2,13,0,Swedish Glace Dairy Free Smooth Vanilla Ice Cream 750ml,5,Delicious.,"My vegan daughter persuaded me to buy this, I'm glad she did. A lovely creamy smooth ice cream. You'd never think it was non dairy. I'm not vegan myself, and I love ice cream, I wouldn't hesitate to buy it again.",0,1,1,0,30,"Delicious. My vegan daughter persuaded me to buy this, I'm glad she did. A lovely creamy smooth ice cream. You'd never think it was non dairy. I'm not vegan myself, and I love ice cream, I wouldn't hesitate to buy it again."
1583,8,34,2,Vaseline  Original Petroleum Jelly 250ml,4,WISH 100% JELLY CAME IN TUBE / LIP BALM,"I love vaseline 100% jelly & have many jars (small tubs), cannot live without it & a loyal, long time customer however, wish the PURE 100% JELLY came in a convenient tube or lip balm to use on my lips. With the tubs you must use your finger. All the very small tubs and/or lip therapy, etc. come with an added color, flavor or something added besides 100% pure petroleum jelly which irritates my lips.Thank you for reading my concern & hopefully some day there will be \""pure vaseline\"" in a lip balm / tube. Thank you.",1,1,1,0,30,"WISH 100% JELLY CAME IN TUBE / LIP BALM I love vaseline 100% jelly & have many jars (small tubs), cannot live without it & a loyal, long time customer however, wish the PURE 100% JELLY came in a convenient tube or lip balm to use on my lips. With the tubs you must use your finger. All the very small tubs and/or lip therapy, etc. come with an added color, flavor or something added besides 100% pure petroleum jelly which irritates my lips.Thank you for reading my concern & hopefully some day there will be \""pure vaseline\"" in a lip balm / tube. Thank you."
1584,8,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Good makeup remover wipes,"These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]",1,1,1,0,30,"Good makeup remover wipes These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]"
1585,2,21,1,Persil  Bio Washing Liquid 38W 1.33 L,5,,Honestly smells amazing! I love my washing to smell strong so you know its clean! I love it will be buying again,0,1,1,0,30, Honestly smells amazing! I love my washing to smell strong so you know its clean! I love it will be buying again
1586,2,25,2,Simple x Little Mix Micellar Cleansing Wipes 25 wipes,4,Good makeup remover wipes,"These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]",0,1,1,0,30,"Good makeup remover wipes These are good, soft, none fragranced wipes. I normally use the original simple cleansing face wipes and I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of a promotion.]"
1587,1,18,0,Maille Dijon Originale Mustard 540g,5,Very good,"I love this mustard ,I use for salad dressing , cooking or just to eat with meat",0,1,0,0,30,"Very good I love this mustard ,I use for salad dressing , cooking or just to eat with meat"
1588,1,16,2,Lynx  Black Shower Gel 400ml,5,Does what it's supposed to do,It smells ok...,0,0,0,0,30,Does what it's supposed to do It smells ok...
1589,2,25,2,Simple Regeneration Age Resisting Cleansing Wipes 25 wipes,4,Fresh,These are quite expensive for what they are but my skin always feels that little bit fresher than using the regular kind. Simple is the only product I use lately on recommendation and have noticed an overall improvement over other ridiculously priced products that claim to perform miracles lol I've also had reactions from some of those and I don't have sensitive skin. This has never happened with any Simple product I've used and I've been trying a lot. Great Stuff!,0,1,1,0,30,Fresh These are quite expensive for what they are but my skin always feels that little bit fresher than using the regular kind. Simple is the only product I use lately on recommendation and have noticed an overall improvement over other ridiculously priced products that claim to perform miracles lol I've also had reactions from some of those and I don't have sensitive skin. This has never happened with any Simple product I've used and I've been trying a lot. Great Stuff!
1590,2,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,4,Must have !,I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.],0,1,1,0,30,Must have ! I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.]
1591,8,25,2,Simple Kind To Skin Soothing Facial Toner 200ml,4,Must have !,I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.],1,1,1,0,30,Must have ! I got this facial toner about 4 weeks ago! It's become a main part of my daily skin care routine. It's given my skin a natural glow to the point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of a promotion.]
1592,3,11,2,Dove  Deeply Nourishing Body wash 250ml,5,great product,This body wash has made my skin glow! I now have skin that is not dry and itchy.,1,1,1,0,30,great product This body wash has made my skin glow! I now have skin that is not dry and itchy.
1593,3,11,2,Dove  Deeply Nourishing Body wash 500ml,5,great product,This body wash has made my skin glow! I now have skin that is not dry and itchy.,1,1,1,0,30,great product This body wash has made my skin glow! I now have skin that is not dry and itchy.
1594,1,31,2,Tresemme Silky Smooth Shampoo 900ml,5,love these shampoos,"make my hair feel so soft , great price for 2 :D highly reccomend",0,0,1,0,30,"love these shampoos make my hair feel so soft , great price for 2 :D highly reccomend"
1595,1,11,2,Dove  Original Beauty Cream Bar 6 x 100g,5,Great value,Arrived quickly. the real thing. Delighted.,0,1,0,0,30,Great value Arrived quickly. the real thing. Delighted.
1596,1,16,2,Lynx  Black Shower Gel 400ml,5,Ok,Ok,0,0,0,0,30,Ok Ok
1597,1,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,5,is as described,as described,0,1,0,0,30,is as described as described
1598,3,11,2,Dove Purely Pampering Shea Butter Body Wash 500ml,4,lovely smell,"dove is such a good brand but this one is one of my favorites, shea butter just smells so good and makes your skin feel amazing",0,1,1,0,30,"lovely smell dove is such a good brand but this one is one of my favorites, shea butter just smells so good and makes your skin feel amazing"
1599,1,28,2,Sure Maximum Protection Clean Scent Cream Anti-Perspirant Deodorant 45ml,5,Good,Good,0,0,0,0,30,Good Good
1600,1,8,1,Comfort  Pure Fabric Conditioner 85 Wash 3L,5,GOOD PRICE,AGAIN BROUGHT WITH OTHER HOUSE HOLD ITEMS AS PRICE WAS CHEAPER,0,1,0,0,30,GOOD PRICE AGAIN BROUGHT WITH OTHER HOUSE HOLD ITEMS AS PRICE WAS CHEAPER
1601,1,8,1,Comfort  Pure Fabric Conditioner 85 Wash 3L,5,Cheaper in supermarket,Not the bargain I was expecting,0,1,0,0,30,Cheaper in supermarket Not the bargain I was expecting
1602,3,25,2,Simple Kind to Hair Gentle Care Shampoo 200ml,4,Great but extortionate price,"Helped my scalp so much but the price is ridiculous when you consider the amount you have to use per wash and that you must buy the conditioner too. Any other non gentle brand would last me 4 times longer than this. It feels like people with illness are being rinsed (no pun intended). It's a no go for really long hair. I will be looking into other cheaper alternatives but the product is great. It's helped with my husbands dermatitis and with my sore scalp. At first my hair went dry and was like hay, then it was switching back and forth from dry to greasy but after a few weeks it's looking healthier than ever. I'm wondering if it just takes time for your hair to get used to less stuff on it and to get back to more of its natural form if you know what I mean.My main advice would be to try it for 6 weeks minimum before you write it off as rubbish.My only other annoyance aside from the price is that it's very thin and runny. It's hard to stop it running down my hair then off down my back so 20% of the bottle just goes down the plug hole without ever washing my hair first.",0,1,1,0,30,"Great but extortionate price Helped my scalp so much but the price is ridiculous when you consider the amount you have to use per wash and that you must buy the conditioner too. Any other non gentle brand would last me 4 times longer than this. It feels like people with illness are being rinsed (no pun intended). It's a no go for really long hair. I will be looking into other cheaper alternatives but the product is great. It's helped with my husbands dermatitis and with my sore scalp. At first my hair went dry and was like hay, then it was switching back and forth from dry to greasy but after a few weeks it's looking healthier than ever. I'm wondering if it just takes time for your hair to get used to less stuff on it and to get back to more of its natural form if you know what I mean.My main advice would be to try it for 6 weeks minimum before you write it off as rubbish.My only other annoyance aside from the price is that it's very thin and runny. It's hard to stop it running down my hair then off down my back so 20% of the bottle just goes down the plug hole without ever washing my hair first."
1603,3,11,2,Dove  Original Beauty Cream Bar 6 x 100g,3,Gentle but very messy,"I've been using for some time - yes it may be gentle to the skin but it makes such a soggy mess in the soap dish unlike my old favourite, Lux. Had enough - planning to try to find something else.",0,1,1,0,30,"Gentle but very messy I've been using for some time - yes it may be gentle to the skin but it makes such a soggy mess in the soap dish unlike my old favourite, Lux. Had enough - planning to try to find something else."
1604,1,16,2,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,5,Who doesnt love links Africa,Who doesnt love links Africa,0,0,0,0,30,Who doesnt love links Africa Who doesnt love links Africa
1605,0,16,2,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,5,Who doesnt love links Africa,Who doesnt love links Africa,0,1,0,0,30,Who doesnt love links Africa Who doesnt love links Africa
1606,2,19,0,Marmite  Squeezy Yeast Extract 200g,4,Didn't like the squeezy pack,"I like marmite, and it's good for you. I like it on toast or in a cheese sandwich. However, you really have to squeeze quite hard to get it out. I imagine there would be a lot of wastage unless you cut the pack open. Prefer the glass jars.",0,1,1,0,30,"Didn't like the squeezy pack I like marmite, and it's good for you. I like it on toast or in a cheese sandwich. However, you really have to squeeze quite hard to get it out. I imagine there would be a lot of wastage unless you cut the pack open. Prefer the glass jars."
1607,2,21,1,Persil  Bio Washing Liquid 38W 1.33 L,1,Terrible new smell for Persil Bio,"I hate the new Persil Bio smell. It really is horrible and overpowering and takes over the whole house. I've been using Persil for many, years but will be looking for a new Bio detergent when this one runs out! Please don't change the Non Bio!!!",0,1,1,0,30,"Terrible new smell for Persil Bio I hate the new Persil Bio smell. It really is horrible and overpowering and takes over the whole house. I've been using Persil for many, years but will be looking for a new Bio detergent when this one runs out! Please don't change the Non Bio!!!"
1608,2,21,1,Persil  Bio Washing Liquid 57W 1.995 L,1,Terrible new smell for Persil Bio,"I hate the new Persil Bio smell. It really is horrible and overpowering and takes over the whole house. I've been using Persil for many, years but will be looking for a new Bio detergent when this one runs out! Please don't change the Non Bio!!!",0,1,1,0,30,"Terrible new smell for Persil Bio I hate the new Persil Bio smell. It really is horrible and overpowering and takes over the whole house. I've been using Persil for many, years but will be looking for a new Bio detergent when this one runs out! Please don't change the Non Bio!!!"
1609,1,6,1,Cif  Original Cream Cleaner 500ml,5,:-),very,0,1,0,0,30,:-) very
1610,1,31,2,Tresemme  Moisture Rich Shampoo 900ml,5,Good value,Good value for money would recommend buying,0,0,0,0,30,Good value Good value for money would recommend buying
1611,1,8,1,Comfort  Pure Fabric Conditioner 85 Wash 3L,5,Love,Great for money -,0,1,0,0,30,Love Great for money -
1612,1,16,2,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,1,2 out of 3 cans received,Only 2 cans were delivered instead of 3,0,0,0,0,30,2 out of 3 cans received Only 2 cans were delivered instead of 3
1613,0,16,2,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,1,2 out of 3 cans received,Only 2 cans were delivered instead of 3,0,1,0,0,30,2 out of 3 cans received Only 2 cans were delivered instead of 3
1614,8,34,2,Vaseline Intensive Care Aloe Soothe Body Lotion 400ml,1,SMART PUMP is the Dumbest Design,"The Mrs. Loves this lotion, however the new pump is absolutely a terrible design. Our lotion travels throughout the house during the day, and because of this new pump we now have tiny lotion spots on nearly all of our surfaces.. as you can see from the picture, with both sides of the pump looking Exactly the same, it2019s quite easy to pic the wrong side when needing a quick pump. Also we were wondering why you2019ve decided to deny us of the last lotion in the bottle by making the top a fixed piece instead of removable. Thanks",1,1,1,0,30,"SMART PUMP is the Dumbest Design The Mrs. Loves this lotion, however the new pump is absolutely a terrible design. Our lotion travels throughout the house during the day, and because of this new pump we now have tiny lotion spots on nearly all of our surfaces.. as you can see from the picture, with both sides of the pump looking Exactly the same, it2019s quite easy to pic the wrong side when needing a quick pump. Also we were wondering why you2019ve decided to deny us of the last lotion in the bottle by making the top a fixed piece instead of removable. Thanks"
1615,2,17,0,Magnum  White Ice Cream 4 x 110ml,2,Delecious ice cream,I love the product despite that fact that the box had only 3 whereas package says 4,0,1,1,0,30,Delecious ice cream I love the product despite that fact that the box had only 3 whereas package says 4
1616,1,31,2,Tresemme  Moisture Rich Shampoo 900ml,1,Leaves hair feeling slimy,"If you like hand creams and don't like you hair squeaking clean after shampoo you may like this. The green (apple) Tresseme has always served me well and is good value, your hair feels clean after, with this moisture rich you want to keep washing you hair over and over as it feels like your hair is full of silicon Which it possibly is..",0,0,1,0,30,"Leaves hair feeling slimy If you like hand creams and don't like you hair squeaking clean after shampoo you may like this. The green (apple) Tresseme has always served me well and is good value, your hair feels clean after, with this moisture rich you want to keep washing you hair over and over as it feels like your hair is full of silicon Which it possibly is.."
1617,3,11,2,Dove  Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,5,This is my favourite deodorant xx,"I buying this deodorant monthly....for years now,because it's my favourite it's always let you smelling fresh and didn't lets mark on the clothes.",0,1,1,0,30,"This is my favourite deodorant xx I buying this deodorant monthly....for years now,because it's my favourite it's always let you smelling fresh and didn't lets mark on the clothes."
1618,3,11,2,Dove  Invisible Dry Anti-perspirant Deodorant Stick 40ml,1,Not invisible,Away on holiday with this deodorant. Put on a dress - white marks all over the dress. I have had to change. Fewer marks on second dress as most of the deodorant was worn off by the first dress. Not ideal for going to a meeting. Don't waste your money.,0,1,1,0,30,Not invisible Away on holiday with this deodorant. Put on a dress - white marks all over the dress. I have had to change. Fewer marks on second dress as most of the deodorant was worn off by the first dress. Not ideal for going to a meeting. Don't waste your money.
1619,1,29,1,Surf  Tropical Lily Washing Liquid 85 Wash 3L,5,Great shopping,I'm very happy with my purchase. Excellent product I love it.The product arrived before time. Great seller accurate reliable I can only recommend. Thanks a lot!,0,1,0,0,30,Great shopping I'm very happy with my purchase. Excellent product I love it.The product arrived before time. Great seller accurate reliable I can only recommend. Thanks a lot!
1620,1,14,0,Hellmann's  Real Mayonnaise 800g,5,Replacing what I had,Can't beat Hellmans Mayo,0,1,1,0,30,Replacing what I had Can't beat Hellmans Mayo
