,title_review_comments,verified_purchase
1249,Fresh and cleansing Fresh and cleansing make up wipes that leave your skin feeling clean and lightly moisturised! Quicker than a face wash and don2019t feel as harmful to skin as some soap products. Wipes stay fresh in their packet for a long period of time. [This review was collected as part of a promotion.],1
1250,"Fantastic toner! I don2019t use alot of toning products as I do not like the cold and the wet immediate feeling on my skin. Also,because my skin is prone to blemishes! But this product really impressed me! The toner is very mild and gentle on my skin as it claims to be. It is very refreshing and gets well absorbed into the skin to clear the remains of any makeup left after cleansing. I do use a night cream and a serum after this but I can honestly say the toner has contributed in a much cleaner finish to my daily regime. [This review was collected as part of a promotion.]",1
1251,Now part of my daily routine I tried this out for a week and have absolutely fallen in love with it. Removes the dirt and make up from my face and it doesn't make my skin feel sticky or dry (which many other toners do). I use this every evening as part of my routine now and wont stop now! [This review was collected as part of a promotion.],1
1252,"Good for skin This toner is very moisturising, which as someone with dry skin is really beneficial. My skin is also sensitive and a lot of products cause me problems however this was not harsh and didn2019t cause irritation. This is therefore a product which I would recommend to others who have dry skin and need a toner which is both moisturising and gentle [This review was collected as part of a promotion.]",1
1253,"Great toner I like using a toner every morning, this one is a perfect one ! I bought it a month ago and It let my skin fresh and clean to start a new day ! You have to try it you won2019t be disappointed !! I always enjoy simple products as well! [This review was collected as part of a promotion.]",1
1254,"Love these wipes! So I2019m not usually a fan of wipes as they don2019t remove my makeup properly even when I2019ve gone over my face 3 times. However these wipes are brilliant, just using one wipe removed all of my makeup including waterproof mascara. It may be because of the micellar water that2019s in them. It2019s really good. They didn2019t break me out at all, didn2019t make my face feel sticky or sore. I am a convert, I 100% recommended these. [This review was collected as part of a promotion.]",1
1255,Whats not to like! A long standing popular ice cream. Not too sweet and great chocolate taste with yummy marshmallow throughout & not forgetting the chocolate fish hidden away! Its hard to put down once you open this!!,1
1256,"Nice Toner! I'm happy this toner has no added fragrances to it. It is good for senstive skin yet still does the job! I'm also happy that is contains witch hazel, something that is usually hard to find! The ingredients are simple and clear, and it does its job. Expecting good results from this product ! [This review was collected as part of a promotion.]",1
1257,Now part of my daily routine I tried this out for a week and have absolutely fallen in love with it. Removes the dirt and make up from my face and it doesn't make my skin feel sticky or dry (which many other toners do). I use this every evening as part of my routine now and wont stop now! [This review was collected as part of a promotion.],1
1258,"Great toner I like using a toner every morning, this one is a perfect one ! I bought it a month ago and It let my skin fresh and clean to start a new day ! You have to try it you won't be disappointed !! I always enjoy simple products as well! [This review was collected as part of a promotion.]",1
1259,I love this product This product is amazing makes my skin feel so toned and soft. I will be buying this product again. It gives my face a deep clean also I will defo recommend to my friends and family so they can also feel the benefits of this product. [This review was collected as part of a promotion.],1
1260,"Good for skin This toner is very moisturising, which as someone with dry skin is really beneficial. My skin is also sensitive and a lot of products cause me problems however this was not harsh and didn't cause irritation. This is therefore a product which I would recommend to others who have dry skin and need a toner which is both moisturising and gentle [This review was collected as part of a promotion.]",1
1261,"Fantastic toner! I don't use alot of toning products as I do not like the cold and the wet immediate feeling on my skin. Also,because my skin is prone to blemishes! But this product really impressed me! The toner is very mild and gentle on my skin as it claims to be. It is very refreshing and gets well absorbed into the skin to clear the remains of any makeup left after cleansing. I do use a night cream and a serum after this but I can honestly say the toner has contributed in a much cleaner finish to my daily regime. [This review was collected as part of a promotion.]",1
1262,"Easy make up removal These arrived last week and I've been using them on an evening daily. Really impressed with how easily they lift off makeup and leave skin feeling, it doesn't take a lot to lift the make up off so you don't have to spend hours scrubbing away at it. Would highly recommend, first time I've woken up without small mascara reiments smudge under my eyes! [This review was collected as part of a promotion.]",1
1263,"So much use with one wipe! No breakouts! Always apprehensive when buying wipes as I break it so easily. Not only have I not broken out AT ALL in the past 2 weeks of using them, but they also take off all of my makeup, without irritating my skin. One wipe also goes a long way and I only ever need one when cleansing my face. I have combination skin and it targets the dry skin but also helps with my oily areas [This review was collected as part of a promotion.]",1
1264,Brilliant body lotion I was asked to try this and have been using it for the past month. I usually just use body lotion occasionally on elbows knees etc. This one smells so nice and is easy to apply so I've used it every day. It goes on easily with very little residue and leaves a lovely smooth finish and scent. The bottle lasts for ages and is so good I will definitely be buying it in the future [This review was collected as part of a promotion.],1
1265,"Lovely and soft I have been using these wipes twice a day for a couple days. I use them to remove my make up every evening and also to freshen up a bit more in the mornings. The wipes are so soft and thick. They left my skin feeling mostirised. Took make up off easily, even water proof mascara. It didn't struggle at all when I had used a make up setting spray. Love these wipes! Would recommend and buy again. [This review was collected as part of a promotion.]",1
1266,Great product I love the simple range. The texture of the wipe is really pleasing. They take off makeup great. My face feels clean and moisturized after using them. The added partnership with Little Mix is great for my daughter and encourages her to use them. I'd definately buy them! [This review was collected as part of a promotion.],1
1267,Fresh and cleansing Fresh and cleansing make up wipes that leave your skin feeling clean and lightly moisturised! Quicker than a face wash and don't feel as harmful to skin as some soap products. Wipes stay fresh in their packet for a long period of time. [This review was collected as part of a promotion.],1
1268,"Love these wipes! So I'm not usually a fan of wipes as they don't remove my makeup properly even when I've gone over my face 3 times. However these wipes are brilliant, just using one wipe removed all of my makeup including waterproof mascara. It may be because of the micellar water that's in them. It's really good. They didn't break me out at all, didn't make my face feel sticky or sore. I am a convert, I 100% recommended these. [This review was collected as part of a promotion.]",1
1269,Feel great on skin I have been having a few problems with other makeup wipes recently as I am pregnant and my skin has become more sensitive leaving me with a bright red rash after removing makeup! I have tried a number of different wipes and these are the first I have used that have not left my skin stinging or red! They removed all of my makeup and left my skin feeling great! [This review was collected as part of a promotion.],1
1270,"Very Kind To Skin I love simple products, I have combination skin and Simple products never cause me any breakouts and are very kind to my skin. This face wash is very refreshing, I use it as part of my morning routine and it leaves my skin feeling cleansed and fresh. [This review was collected as part of a promotion.]",1
1271,Great product and would defo but again This is a really great product and I'm very impressed with it so far. It's effective and feels light on my skin I have quite sensitive skin and this is great for it so would defo buy again. Packaging is usual for simple products and clear and direct [This review was collected as part of a promotion.],1
1272,"Fresh This face wash left my face feeling really clean and fresh, easy to use and easy to wash off again, also the smell is really nice too, I will definetley be using this from now on and I will recommend it to my friends and family [This review was collected as part of a promotion.]",1
1273,"A deep clean after using this facial wash my skin felt extremely clean and fresh, it really has deep cleaned my face and made my skin lovely and soft. this facial wash doesn't contain any harsh chemicals which is great and really nice for your skin. It lathers really nicely and washes off easily. it is a fantastic price and does the job really well. [This review was collected as part of a promotion.]",1
1274,"It's fine It's fine, it does exactly what it says on the tin. Love that it's free of perfumes and paragons, it's gentle and removed my make up like a champ. I use it in the shower to save time, but I found that while it didn't make my skin feel tight after (win) my skin didn't feel particularly refreshed. It's fine, it does the job. [This review was collected as part of a promotion.]",1
1275,"Gentle to skin! I love this face wash! Like all simple products it is gentle on my skin, and has not caused any reaction or redness. However unlike some products for sensitive skin, it actually manages to work well at the same time. I've found that it can also remove makeup well, particularly stubborn eye makeup! [This review was collected as part of a promotion.]",1
1276,Love Simple Products I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,1
1277,Love Simple Products I have been using these wipes for years. They're great. It is only recently I bought biodegradable ones. I then thought why aren't they ALL biodegradable? Something to think about guys....,1
1278,Love it The best shop bought mayo.,1
1279,Good roll on! Dry and seems to help prevent perspiration A lot better than wet roll ons and spray deodorant,0
1280,"Great product Good stuff, happy",0
1281,"Brilliant laundry detergent smells amazing 5* Surf Tropical Lily & Ylang Ylang is a fab laundry detergent  awesome smell, brilliant cleaning power  gets clothes bright clean, fresh even on cold washes. I love how it makes things smell, lasts for some time and great cleaning power on general stains like tea, deodorant marks, mud, spag bol so great for our family. Really easy to store, use and does. I have often rubbed a little into clothing if there is a particular stain like spag bol in case it needs a little more attention which works wonders even on whites! Really great value and having used it on delicate lingerie cottons, towels, silk dresses, man-made fiber clothing like work clothes, I have no complaints with general washing, highly recommend.",0
1282,Best Known name at a Great Price. Great softener and good Value at the price paid,0
1283,"Terrible New Pump! I HATE HATE HATE the new pump. There seems to be no way to separate it from the bottle in order to get out the last of the lotion. Plus the new pump's opening is too big and clogs continually. If Vaseline does not fix this, I will have to find a new brand after 20 years of loyalty to this one. Shame on Vaseline for \""fixing\"" something that was never broken, all to get customers to purchase a new bottle sooner.",1
1284,Brilliant body lotion I was asked to try this and have been using it for the past month. I usually just use body lotion occasionally on elbows knees etc. This one smells so nice and is easy to apply so I've used it every day. It goes on easily with very little residue and leaves a lovely smooth finish and scent. The bottle lasts for ages and is so good I will definitely be buying it in the future [This review was collected as part of a promotion.],1
1285,"Nice Toner! I2019m happy this toner has no added fragrances to it. It is good for senstive skin yet still does the job! I2019m also happy that is contains witch hazel, something that is usually hard to find! The ingredients are simple and clear, and it does its job. Expecting good results from this product ! [This review was collected as part of a promotion.]",1
1286,I love this product This product is amazing makes my skin feel so toned and soft. I will be buying this product again. It gives my face a deep clean also I will defo recommend to my friends and family so they can also feel the benefits of this product. [This review was collected as part of a promotion.],1
1287,Lovelly aroma You can't go wrong with this product,0
1288,missing the comfort blues skies was missing when my order arrived as must of split as the box was soaked and smelt of conditioner and the box was open,0
1289,Good Item Item as stated and delivered on time. Also a good price,0
1290,as described as described,0
1291,never disappoints A long standing family favourite. Decent ice cream with yummy bits in to suit everyones taste. A delicious sugary treat,1
1292,Lovelly aroma You can't go wrong with this product,0
1293,Ok Ok,0
1294,"Recommend this product Beautiful smelling conditioner, although smaller bottles than I normally buy, but I will continue to buy, yes you could say its concentrated. However I have no drawers in my washing machine its a auto detergent and conditioner type depending on weight of washing load I definitely recommend",0
1295,"Comfort Brilliant price, happy with my purchase. Should last a while.",0
1296,"Best Moisturiser yet! Since I have Combination/Oily skin, I have never found the perfect moisturiser - until now. I am quite particular in moisturisers that I don't like it when they leave a greasy feeling on my skin after I've applied it, they take ages to soak in or that they make me break out more. Thankfully, this one doesn't. My skin is more glowy and it definitely feels more hydrated and smooth since I started using this a few months ago. I loved it that much that I repurchased and it will be my go to moisturiser. I've seen many others like this but with a much higher price tag so a good find",1
1297,"Good staple toner This is a good toner for everyday use, use it morning/evening and makes my skin feel really fresh. Has no smell and very soft on the skin - not right for you if you want it to get rid of spots etc but for an everyday toner I would recommend. [This review was collected as part of a promotion.]",1
1298,Amazing This is the first toner that I have used in my skincare routine. I am really impressed with how well it cleans my skin and makes it feel really refreshed and clean. It is very gentle on my skin and has a very neutral scent.I would defiantly purchase this again afterwards. [This review was collected as part of a promotion.],1
1299,"Amazing Works well, it made a difference to my skin very quickly. It reduced my pores within a week and made my skin very smooth. Would highly recommend buying ! Cheaper than most products on the market so defiantly worth buying ! [This review was collected as part of a promotion.]",1
1300,"Good toner for every skin type This toner is great for every skin type in my opinion. The product is in a plastic bottle which is very travel friendly. My only downside with this is that it's just a hole to pour out of and I often end up using too much. Good thing about it is that there is no alcohol in it at all! Also, no artificial perfumes or colours. Just natural, which is best for the skin. [This review was collected as part of a promotion.]",1
1301,great for sensitive skin I'm so happy I found something that works for my skin because I have combination skin so I have to be so careful about what I put on it. I am really happy with this facial wash because I sometimes come out in hives and this doesn't aggravate it at all. Go to for all skin types. [This review was collected as part of a promotion.],1
1302,"Recommend very much Brilliant price on subscribe and save, having it on constant order, one of the best shampoos ever. Definitely recommend this product. Especially on subscribe and save",0
1303,"Recommend this highly Lovely fragrance, anti persdperant not just a body spray works too. On reorder, good value for money",0
1304,Recommended Nice smell and price is cheap!,0
1305,"Smells fantastic Love this product, and more importantly the fantastic smells. I buy this shower gel all the time.",0
1306,great for sensitive skin I'm so happy I found something that works for my skin because I have combination skin so I have to be so careful about what I put on it. I am really happy with this facial wash because I sometimes come out in hives and this doesn't aggravate it at all. Go to for all skin types. [This review was collected as part of a promotion.],1
1307,Amazing This is the first toner that I have used in my skincare routine. I am really impressed with how well it cleans my skin and makes it feel really refreshed and clean. It is very gentle on my skin and has a very neutral scent.I would defiantly purchase this again afterwards. [This review was collected as part of a promotion.],1
1308,"Amazing Works well, it made a difference to my skin very quickly. It reduced my pores within a week and made my skin very smooth. Would highly recommend buying ! Cheaper than most products on the market so defiantly worth buying ! [This review was collected as part of a promotion.]",1
1309,"Good toner for every skin type This toner is great for every skin type in my opinion. The product is in a plastic bottle which is very travel friendly. My only downside with this is that it's just a hole to pour out of and I often end up using too much. Good thing about it is that there is no alcohol in it at all! Also, no artificial perfumes or colours. Just natural, which is best for the skin. [This review was collected as part of a promotion.]",1
1310,"Good staple toner This is a good toner for everyday use, use it morning/evening and makes my skin feel really fresh. Has no smell and very soft on the skin - not right for you if you want it to get rid of spots etc but for an everyday toner I would recommend. [This review was collected as part of a promotion.]",1
1311,Fabulous Kids and grown ups love this ice cream! Whats not to like?!,1
1312,A brand that is always popular Ben and Jerrys ice cream never fails to be a favourite and deliver on flavour.,1
1313,"Amazing treat This ice cream is so indulgent and is a fantastic treat, my son loves the addition of the chocolate fish which add a little bite.",1
1314,"whats not to like This is yummy, only buy as a treat but so worth it.",1
1315,Deodorant Good value,0
1316,"Recommend very much Brilliant price on subscribe and save, having it on constant order, one of the best shampoos ever. Definitely recommend this product. Especially on subscribe and save",0
1317,"Recommend this highly Lovely fragrance, anti persdperant not just a body spray works too. On reorder, good value for money",0
1318,"Smells fantastic Love this product, and more importantly the fantastic smells. I buy this shower gel all the time.",0
1319,Recommended Nice smell and price is cheap!,0
1320,Quality Really good price,0
1321,Fabric conditioner Leaves clothes smelling lovely and feeling soft. Good price too.,0
1322,"Highly recommended Excellent product, price and service - couldn't fault it in any way",0
1323,Great deal Great bargain! Bottles seemed so tiny but you really don't need a lot for soft and beautifully scented clothes. Batgain,1
1324,Absolutely a bargain Absolutely love this comfort love the smell love everything about it absolutely a fab all round ????????,0
1325,"I like the fragrance My favourite conditioner, because I like the way it smells.",1
1326,"Great fragrance Love the fragrance of this item, came well packaged arrived promptly too",0
1327,Makes clothes smell lovely Clothes smell lovely and fabric is beautiful and soft. The fresh smell lasts all day on my clothes.,0
1328,"Many washes My friend recommended it to me. After several washes, I hardly to see the difference by adding it. Good thing is there is plenty of it, many washes...",0
1329,Great Washing Capsules Great washing capsules.,0
1330,Great Washing Capsules Great washing capsules.,0
1331,Great Washing Capsules Great washing capsules.,0
1332,Great Washing Capsules Great washing capsules.,0
1333,"Great offer by Superdrug, but... Great offer by Superdrug, however it looks like St Ives have changed the ingredients for this product as it is not as effective as I remember it being - in particular the texture, consistency and smell is very different. They need to bring back the old product!",1
1334,Leaves hair soft and fluffy! Leaves my severely damaged hair moisturised and fluffy. Couldn2019t ask for anymore considering the already amazing value for money and price.,1
1335,"Amazing product I discovered this amazing product 2 years ago and since then it has become a staple of mine! I love how after usage the skin feels tanned enough, much softer and shimmery as well. Could not recommend it more!",1
1336,"Moisturiser Great product, it's the only moisturiser I use on my sensitive skin.",1
1337,Very Effective I have eczema and acne rosacea on my face and I use this coz have very dry skin and other products sting my face and make it worse where as this it makes my skin nice and soft and is very effective and helps my eczema too.,1
1338,"Amazing For My Skin So I have a oily combination skin type and I am forever getting spots and blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone and moisturise. This toner is by far the best one I have ever used. It smells amazing. It doesn2019t irritate my skin like some other brands I2019ve tried do (despite not having sensitive skin) and my blackheads and spots are clearing up. My oily t-zone isn2019t so much of a problem anymore. Definitely getting this from now on and recommending to anyone that has similar issues to me [This review was collected as part of a promotion.]",1
1339,"By far the best toner I2019ve been using this product for a few days now and I have to say that is really kind to skin.It doesn2019t had a bad smell,my skin feels so smooth and soft after using it.I truly recommend this product to everyone. [This review was collected as part of a promotion.]",1
1340,"Great for every day skin care This product is really surprising! It leaves my face looking and feeling so smooth, soft and fresh! Its a really gentle product and feels amazing when being massaged into wet skin. It rinses off without leaving and any residue and is fantastic value for money! I would certainly recommend this product as part of your every day skin care routine. [This review was collected as part of a promotion.]",1
1341,Great facewash I always buy this product. It is really creamy and doesn't irritate my skin,1
1342,"Simple kind to skin. Bought this for someone else while I was doing my shop, so can2019t personally comment on the use of it. They always use simple wash and face scrub, say it2019s doesn2019t dry out her skin.",1
1343,"Gentle and refreshing Having sensitive skin it's usually difficult to find a facial wash that is effective, refreshing, gentle and doesn't dry out my skin. This ticked all those boxes and my skin was left feeling clean and fresh. I will definitely be buying this Simple product again. [This review was collected as part of a promotion.]",1
1344,"Kind cleansing Suffering from mild Ezyema, my skin has always been sensitive and dry so i2019m very careful when using skincare products preferring brands who use no nasties. I2019ve been a fan of Simple for a while now, using their moisturisers and face wipes and have just switched to using their Kind to Skin face wash. 3 weeks in and i2019ve noticed my skin is more radiant and less dry than it has been, with my face left feeling clean and fresh after each wash. It2019s light, refreshing, non perfumed and best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at a very affordable price range. [This review was collected as part of a promotion.]",1
1345,"Simple products never let you down I bought this a few months ago due to the fact that I love Simple skincare products and was looking for a drugstore face wash that didn2019t have lots of nasties. This is the perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft and clean, followed by Simple moisturiser and it2019s a no brainer. [This review was collected as part of a promotion.]",1
1346,"Good and fresh wash I really like this product, I use it in my double cleansing routine, after using oil to remove my makeup, this product helps removing all the rest. I feel that it really respect my acne prone skin and leaves it fresh and smooth. [This review was collected as part of a promotion.]",1
1347,Amazing I use to use shops own brand face wash which seemed to dry my face out and cause spots since trying the simple kind refreshing face wash my face has never felt as soft and no signs of dry skin or spots will definitely be buying this face wash [This review was collected as part of a promotion.],1
1348,Lovely and refreshing I usually like a moisturising face wash as I have fairly dry skin but this is lovely to use after a long day. Leaves no residue and left my skin feeling really soft. I need to be careful not to use too much as a little can go along way. [This review was collected as part of a promotion.],1
1349,"Lathers up nicely I2019ve been using this daily, the product lathers up nicely with a little water and the bottle is a good size so it2019ll last a long time. I found it quite drying on my skin compared to other facial washes I2019ve used and I don2019t think even the smell was refreshing to me which was a little disappointing [This review was collected as part of a promotion.]",1
1350,Kind and soft on skin I2019ve been using this face wash for just over a week now. I2019m really happy with the way it makes my skin feel. It2019s not drying all and has no harsh chemical smells. It lathers up really well and a little goes a long way. It removes my make up well and leaves my skin nice and soft . Great packaging in a easy squeeze tube. [This review was collected as part of a promotion.],1
1351,"Great, as always. I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",1
1352,Brilliant after effects This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],1
1353, This bleach has became a bit of a obsession of mine. living in a very big house 6 bed pool room I use 2 bottles of this each day and I have to say I luv it!!. I always used the pink bleach in the stables aswell but my new favourite has to be the white 1. My maid thought it was for white washing and added it to the whites bedding towels ect and it done the trick there aswell.,1
1354,please sell bigger bottle of this I always used the honey suckle and sandalwood 55 wash bottle and loved the smell of that . But when I was in Asda yesterday I smelt this one and wow can honestly say I will be making a permanent change to this one its beautiful cherry blossom and sweet pea such beautiful smells I just wish you would sell the bigger size bottle of this the 55washes one like you do in the honey suckle and sandal wood one can you start selling the 55 wash in this one please? Thanks,1
1355,"Best Scented Fabric Conditioner This is one of the nicest smelling fabric conditioners I have smelt ever. My clothes always have a beautiful scent after using and I just cant get enough of it, mmmm! Please dont stop making this Comfort people!",1
1356,It's ok Bought this when down in price. Smells in tub. Cleans good on a 30 wash. Only reason why I won't buy again clothes don't smell like they do when you put them in.,1
1357,"By far the best toner I've been using this product for a few days now and I have to say that is really kind to skin.It doesn't had a bad smell,my skin feels so smooth and soft after using it.I truly recommend this product to everyone. [This review was collected as part of a promotion.]",1
1358,"Excellent I've been using this remover for years. It's not scented, not greasy & doesn't irritate the eye area even when removing stubborn mascara. Fantastic value too.",1
1359,"Amazing For My Skin So I have a oily combination skin type and I am forever getting spots and blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone and moisturise. This toner is by far the best one I have ever used. It smells amazing. It doesn't irritate my skin like some other brands I've tried do (despite not having sensitive skin) and my blackheads and spots are clearing up. My oily t-zone isn't so much of a problem anymore. Definitely getting this from now on and recommending to anyone that has similar issues to me [This review was collected as part of a promotion.]",1
1360,Very Effective I have eczema and acne rosacea on my face and I use this coz have very dry skin and other products sting my face and make it worse where as this it makes my skin nice and soft and is very effective and helps my eczema too.,1
1361,"Lathers up nicely I've been using this daily, the product lathers up nicely with a little water and the bottle is a good size so it'll last a long time. I found it quite drying on my skin compared to other facial washes I've used and I don't think even the smell was refreshing to me which was a little disappointing [This review was collected as part of a promotion.]",1
1362,"Kind cleansing Suffering from mild Ezyema, my skin has always been sensitive and dry so i'm very careful when using skincare products preferring brands who use no nasties. I've been a fan of Simple for a while now, using their moisturisers and face wipes and have just switched to using their Kind to Skin face wash. 3 weeks in and i've noticed my skin is more radiant and less dry than it has been, with my face left feeling clean and fresh after each wash. It's light, refreshing, non perfumed and best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at a very affordable price range. [This review was collected as part of a promotion.]",1
1363,Lovely and refreshing I usually like a moisturising face wash as I have fairly dry skin but this is lovely to use after a long day. Leaves no residue and left my skin feeling really soft. I need to be careful not to use too much as a little can go along way. [This review was collected as part of a promotion.],1
1364,"Gentle and refreshing Having sensitive skin it's usually difficult to find a facial wash that is effective, refreshing, gentle and doesn't dry out my skin. This ticked all those boxes and my skin was left feeling clean and fresh. I will definitely be buying this Simple product again. [This review was collected as part of a promotion.]",1
1365,"Good and fresh wash I really like this product, I use it in my double cleansing routine, after using oil to remove my makeup, this product helps removing all the rest. I feel that it really respect my acne prone skin and leaves it fresh and smooth. [This review was collected as part of a promotion.]",1
1366,"Great for every day skin care This product is really surprising! It leaves my face looking and feeling so smooth, soft and fresh! Its a really gentle product and feels amazing when being massaged into wet skin. It rinses off without leaving and any residue and is fantastic value for money! I would certainly recommend this product as part of your every day skin care routine. [This review was collected as part of a promotion.]",1
1367,Amazing I use to use shops own brand face wash which seemed to dry my face out and cause spots since trying the simple kind refreshing face wash my face has never felt as soft and no signs of dry skin or spots will definitely be buying this face wash [This review was collected as part of a promotion.],1
1368,Kind and soft on skin I've been using this face wash for just over a week now. I'm really happy with the way it makes my skin feel. It's not drying all and has no harsh chemical smells. It lathers up really well and a little goes a long way. It removes my make up well and leaves my skin nice and soft . Great packaging in a easy squeeze tube. [This review was collected as part of a promotion.],1
1369,"Simple products never let you down I bought this a few months ago due to the fact that I love Simple skincare products and was looking for a drugstore face wash that didn't have lots of nasties. This is the perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft and clean, followed by Simple moisturiser and it's a no brainer. [This review was collected as part of a promotion.]",1
1370,Brilliant after effects This is something I've never tried before and I've now been using it daily and my skin in looking and feeling better. It has a very delicate smell and is easy on the skin and is all goodness I absolutely love this x [This review was collected as part of a promotion.],1
1371,"Great, as always. I really liked this face wash and I would definitely buy it in the future. My skin reacts well to simple products, my face was glowing when I got out of the shower. I would definitely rocemmend to a friend as well. [This review was collected as part of a promotion.]",1
1372,"Best face wash This is the best face wash that I have used. It is gentle, fragrance free and it does not dry your skin.",1
1373,average but wouldn't use again I found that a lot of product was needed to remove eye make up. It made my skin feel quite dry around my eyes after using as well.,1
1374,a nice mixture of variety A nice mixture of variety you get two of each flavour but its a bit too creamy compared to other brands..,1
1375,A scrumptious combination of treats These are yummy especially the almond flavoured one as it just melts in your mouth. This is my FAVE! The white chocolate flavoured ice cream is rich and creamy. Its great for white chocolate lovers. All three are scrumptious in their own special way. If you like dark chocolate there is a sweet treat in there for you too. I would 100% recommend!!,1
1376,"Poor Vale For hard water areas, which is most of England, you need to use two capsules in a wash giving only 19 washes in this packet, not the 38 advertised.",1
1377,"MESSY These capsules do a good job but the last two times I've purchased them some have split in the packet. This is inconvenient, messy and wasteful. They are kept in a cool cupboard so they must be getting damaged in transit. Will be using Persil liquid until I read the problem has gone away.",1
1378,"Once you pop Just pop it in the washer, add washing and press go. No problems just simple.",1
1379,"my favourite Low carb, genuine taste and often on offer. Nothing wrong with the bottle....",1
1380,Wonderful What can I say! This ice cream was absolutely gorgeous! Thoroughly recommend. Yummy!,1
1381,Family Favourite Ive tried to substitute Magnums with other brands but there is always the Not a Magnum disappointment from the family. I give up! Somethings are not worth cost cutting for. Theyre just delicious.,1
1382,Classics scent What can I say but a classic smell and they came quick,0
1383,Bigger cans than usual! Gift for my dad. He was pleased,0
1384,"Ok Smells nice, its for my boys",0
1385,Good Good,0
1386,I do not understand this question Brilliant product and first class delivery to Spain--well done.,0
1387,a bit weird They just seem a bit weird compared to the supermarket ones. I pour hot water on them but the noodles are quite tough and dried out. The ones from the supermarket as soon as I pour water on them I can easily mix it around with a fork but not these ones.... strange.,0
1388,"Ok Smells nice, its for my boys",0
1389,Classics scent What can I say but a classic smell and they came quick,0
1390,Bigger cans than usual! Gift for my dad. He was pleased,0
1391,Good Good,0
1392,Decent value Decent value and delivered next day on prime so convenient too.,0
1393,Good Awsme,0
1394,Fabulous smell Lovely smell but not very big for washes,0
1395,Good value Products as expected and better value than supermarket,0
1396,"Very nice fragrance. I love the combination of the three products to buy together. The y work well together, the fragrance smell nice.",0
1397,"Bottles leak Good quality usually. But i have a subscription and the past 2 times it has been delivered, the bottle of washing liquid has leaked everywhere and I've only had the beads and conditioner to use.",0
1398,Very small sizes! Smells lovely but it was all a lot smaller than I expected for the price. Its half the price in supermarkets for the sizes you get on amazon,0
1399,Washing liquid Washing liquid had leaked in the box,0
1400,Quality Really good for the price,0
1401,Very crafty! Veey crafty! Price stays the same even though theyve changed the bottles and how many washes you get! Your now getting 2 washes less!,0
1402,nice product as described,0
1403,Amazing value Great product says what it does on the tin,0
1404,Not as good as the powder Not as good as the powder. Less suds and not totally cleaned.,0
1405,Better value As expected. Better value than supermarket.,0
1406,Great value compare to any supermarket Washes well,0
1407,"Great value for money Quick delivery, good value",0
1408,"Extremely good value Persil washing capsules Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",0
1409,Good buy. Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,0
1410,"Clothes are clean and Smell nice Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",0
1411,nice product as described,0
1412,ok it clean well,0
1413,Great value Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,0
1414,Great value for money Product as described. Arrived on time and great value for money .,0
1415,Practical purchase Great bulk buy obviously you need space but it's something that you use and need,0
1416,Good buy. Please wash really well and there is no residue left in the drum. Washing comes out clean and smelling fresh.,0
1417,"Clothes are clean and Smell nice Happy with purchasing this product in bulk, cheaper than picking it up from the supermarket. Did not find any residue after the wash.",0
1418,nice product as described,0
1419,ok it clean well,0
1420,Great value Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,0
